Country ISO3,Country Name,Indicator Id,Indicator,Subindicator Type,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
KOR,"Korea, Rep.",3117,Established Business Ownership Rate,% of 18-64 population,10.47,10.19,,,,,,12.84,11.82,11.18,10.89,9.57,9.01,,6.96,6.6,11.37,12.48,13.03
KOR,"Korea, Rep.",3118,Necessity-Driven Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,36.89,28.01,,,,,,40.4,44.6,38.89,41.47,34.89,36.48,,24.36,,,,
KOR,"Korea, Rep.",3119,Improvement-Driven Opportunity Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,50.96,37.42,49.34,36.16,46.17,51.14,,62.12,,,,
KOR,"Korea, Rep.",3120,Total early-stage Entrepreneurial Activity for Male Working Age Population,% of male 18-64 population ,20.13,20.32,,,,,,14.81,10.44,10.98,11.69,10.83,9.71,,10.74,,,,
KOR,"Korea, Rep.",3121,Total early-stage Entrepreneurial Activity for Female Working Age Population,% of female 18-64 population,8.49,8.56,,,,,,5.01,3.46,2.06,3.79,2.28,3.87,,7.71,,,,
KOR,"Korea, Rep.",3122,Informal Investors Rate,% of 18-64 population,3.97,5.02,,,,,,5.36,3.18,2.68,3.14,2.54,3.19,,3.14,,,,
KOR,"Korea, Rep.",3123,Growth Expectation early-stage Entrepreneurial Activity: Relative Prevalence,% of TEA,24.61,27.31,,,,,,37.58,26.78,32.01,23.41,36.4,27.73,,22.09,,,,
KOR,"Korea, Rep.",3124,New Product early-stage Entrepreneurial Activity,% of TEA,,71.1,,,,,,55.22,53.01,29.91,47.01,52.37,49.58,,61.13,32.8,26.35,29.94,
KOR,"Korea, Rep.",3125,International Orientation early-stage Entrepreneurial Activity,% of TEA,,,,,,,,18.5,11.51,13.16,18.43,23.18,12.08,,11.53,,,,
KSV,Kosovo,3106,Perceived Capabilities,% of 18-64 population,,,,,,,,,,,,,,65.2,,,,,
KSV,Kosovo,3107,Perceived Opportunities,% of 18-64 population,,,,,,,,,,,,,,65.62,,,,,
KSV,Kosovo,3108,Fear of Failure Rate,% of 18-64 population,,,,,,,,,,,,,,26.73,,,,,
KSV,Kosovo,3109,Entrepreneurial Intention,% of 18-64 population,,,,,,,,,,,,,,6.31,,,,,
KSV,Kosovo,3110,Know Startup Entrepreneur Rate,% of 18-64 population,,,,,,,,,,,,,,49.42,,,,,
KSV,Kosovo,3111,Entrepreneurship as Desirable Career Choice,% of 18-64 population,,,,,,,,,,,,,,68.28,,,,,
KSV,Kosovo,3112,High Status Successful Entrepreneurship,% of 18-64 population,,,,,,,,,,,,,,76.18,,,,,
KSV,Kosovo,3113,Media Attention for Entrepreneurship,% of 18-64 population,,,,,,,,,,,,,,57.22,,,,,
KSV,Kosovo,3114,Nascent Entrepreneurship Rate,% of 18-64 population,,,,,,,,,,,,,,2.46,,,,,
KSV,Kosovo,3115,New Business Ownership Rate,% of 18-64 population,,,,,,,,,,,,,,1.79,,,,,
KSV,Kosovo,3116,Total early-stage Entrepreneurial Activity (TEA),% of 18-64 population,,,,,,,,,,,,,,4.03,,,,,
KSV,Kosovo,3117,Established Business Ownership Rate,% of 18-64 population,,,,,,,,,,,,,,2.06,,,,,
KSV,Kosovo,3118,Necessity-Driven Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,,,,,,,22.01,,,,,
KSV,Kosovo,3119,Improvement-Driven Opportunity Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,,,,,,,29.13,,,,,
KSV,Kosovo,3120,Total early-stage Entrepreneurial Activity for Male Working Age Population,% of male 18-64 population ,,,,,,,,,,,,,,4.78,,,,,
KSV,Kosovo,3121,Total early-stage Entrepreneurial Activity for Female Working Age Population,% of female 18-64 population,,,,,,,,,,,,,,3.3,,,,,
KSV,Kosovo,3122,Informal Investors Rate,% of 18-64 population,,,,,,,,,,,,,,3.73,,,,,
KSV,Kosovo,3123,Growth Expectation early-stage Entrepreneurial Activity: Relative Prevalence,% of TEA,,,,,,,,,,,,,,18.81,,,,,
KSV,Kosovo,3124,New Product early-stage Entrepreneurial Activity,% of TEA,,,,,,,,,,,,,,48.26,,,,,
KSV,Kosovo,3125,International Orientation early-stage Entrepreneurial Activity,% of TEA,,,,,,,,,,,,,,33.43,,,,,
LBN,Lebanon,3106,Perceived Capabilities,% of 18-64 population,,,,,,,,,76.76,,,,,,69.83,68.05,74.61,68.08,
LBN,Lebanon,3107,Perceived Opportunities,% of 18-64 population,,,,,,,,,54.31,,,,,,45.67,59.64,59.18,42.01,
LBN,Lebanon,3108,Fear of Failure Rate,% of 18-64 population,,,,,,,,,21.41,,,,,,17.41,22.45,17.02,22.39,
LBN,Lebanon,3109,Entrepreneurial Intention,% of 18-64 population,,,,,,,,,22.41,,,,,,43.95,40.5,32.52,29.1,
LBN,Lebanon,3110,Know Startup Entrepreneur Rate,% of 18-64 population,,,,,,,,,45.44,,,,,,62.11,,,,
LBN,Lebanon,3111,Entrepreneurship as Desirable Career Choice,% of 18-64 population,,,,,,,,,85.05,,,,,,,,,,
LBN,Lebanon,3112,High Status Successful Entrepreneurship,% of 18-64 population,,,,,,,,,78.84,,,,,,,,,,
LBN,Lebanon,3113,Media Attention for Entrepreneurship,% of 18-64 population,,,,,,,,,65.27,,,,,,,,,,
LBN,Lebanon,3114,Nascent Entrepreneurship Rate,% of 18-64 population,,,,,,,,,6.71,,,,,,10.78,,,,
LBN,Lebanon,3115,New Business Ownership Rate,% of 18-64 population,,,,,,,,,8.82,,,,,,20.39,,,,
LBN,Lebanon,3116,Total early-stage Entrepreneurial Activity (TEA),% of 18-64 population,,,,,,,,,14.98,,,,,,30.15,21.15,24.13,24.08,
LBN,Lebanon,3117,Established Business Ownership Rate,% of 18-64 population,,,,,,,,,16,,,,,,17.96,20.1,33.2,21.61,
LBN,Lebanon,3118,Necessity-Driven Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,,17.77,,,,,,27.37,,,,
LBN,Lebanon,3119,Improvement-Driven Opportunity Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,,59.59,,,,,,57.26,,,,
LBN,Lebanon,3120,Total early-stage Entrepreneurial Activity for Male Working Age Population,% of male 18-64 population ,,,,,,,,,20.18,,,,,,35.66,,,,
LBN,Lebanon,3121,Total early-stage Entrepreneurial Activity for Female Working Age Population,% of female 18-64 population,,,,,,,,,10.2,,,,,,24.58,,,,
LBN,Lebanon,3122,Informal Investors Rate,% of 18-64 population,,,,,,,,,1.96,,,,,,4.89,,,,
LBN,Lebanon,3123,Growth Expectation early-stage Entrepreneurial Activity: Relative Prevalence,% of TEA,,,,,,,,,24.92,,,,,,16.55,,,,
LBN,Lebanon,3124,New Product early-stage Entrepreneurial Activity,% of TEA,,,,,,,,,37.06,,,,,,49.33,58.7,46.91,41.89,
LBN,Lebanon,3125,International Orientation early-stage Entrepreneurial Activity,% of TEA,,,,,,,,,24.23,,,,,,25.14,,,,
LBY,Libya,3106,Perceived Capabilities,% of 18-64 population,,,,,,,,,,,,,58.63,,,,,,
LBY,Libya,3107,Perceived Opportunities,% of 18-64 population,,,,,,,,,,,,,52.26,,,,,,
LBY,Libya,3108,Fear of Failure Rate,% of 18-64 population,,,,,,,,,,,,,33.05,,,,,,
LBY,Libya,3109,Entrepreneurial Intention,% of 18-64 population,,,,,,,,,,,,,62.07,,,,,,
LBY,Libya,3110,Know Startup Entrepreneur Rate,% of 18-64 population,,,,,,,,,,,,,28.35,,,,,,
LBY,Libya,3111,Entrepreneurship as Desirable Career Choice,% of 18-64 population,,,,,,,,,,,,,85.17,,,,,,
LBY,Libya,3112,High Status Successful Entrepreneurship,% of 18-64 population,,,,,,,,,,,,,84.35,,,,,,
LBY,Libya,3113,Media Attention for Entrepreneurship,% of 18-64 population,,,,,,,,,,,,,38.21,,,,,,
LBY,Libya,3114,Nascent Entrepreneurship Rate,% of 18-64 population,,,,,,,,,,,,,6.63,,,,,,
LBY,Libya,3115,New Business Ownership Rate,% of 18-64 population,,,,,,,,,,,,,4.69,,,,,,
LBY,Libya,3116,Total early-stage Entrepreneurial Activity (TEA),% of 18-64 population,,,,,,,,,,,,,11.15,,,,,,
LBY,Libya,3117,Established Business Ownership Rate,% of 18-64 population,,,,,,,,,,,,,3.44,,,,,,
LBY,Libya,3118,Necessity-Driven Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,,,,,,8.13,,,,,,
LBY,Libya,3119,Improvement-Driven Opportunity Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,,,,,,60.27,,,,,,
LBY,Libya,3120,Total early-stage Entrepreneurial Activity for Male Working Age Population,% of male 18-64 population ,,,,,,,,,,,,,14.76,,,,,,
LBY,Libya,3121,Total early-stage Entrepreneurial Activity for Female Working Age Population,% of female 18-64 population,,,,,,,,,,,,,7.21,,,,,,
LBY,Libya,3122,Informal Investors Rate,% of 18-64 population,,,,,,,,,,,,,4.52,,,,,,
LBY,Libya,3123,Growth Expectation early-stage Entrepreneurial Activity: Relative Prevalence,% of TEA,,,,,,,,,,,,,33.64,,,,,,
LBY,Libya,3124,New Product early-stage Entrepreneurial Activity,% of TEA,,,,,,,,,,,,,47.21,,,,,,
LBY,Libya,3125,International Orientation early-stage Entrepreneurial Activity,% of TEA,,,,,,,,,,,,,14.37,,,,,,
LTU,Lithuania,3106,Perceived Capabilities,% of 18-64 population,,,,,,,,,,,35.4,39.83,35.38,33.44,,,,,
LTU,Lithuania,3107,Perceived Opportunities,% of 18-64 population,,,,,,,,,,,23.2,29.99,28.72,31.66,,,,,
LTU,Lithuania,3108,Fear of Failure Rate,% of 18-64 population,,,,,,,,,,,39.92,35.78,41.65,44.77,,,,,
LTU,Lithuania,3109,Entrepreneurial Intention,% of 18-64 population,,,,,,,,,,,16.81,17.98,22.43,19.65,,,,,
LTU,Lithuania,3110,Know Startup Entrepreneur Rate,% of 18-64 population,,,,,,,,,,,28.38,32.91,37.08,32.37,,,,,
LTU,Lithuania,3111,Entrepreneurship as Desirable Career Choice,% of 18-64 population,,,,,,,,,,,,63.12,68.63,68.81,,,,,
LTU,Lithuania,3112,High Status Successful Entrepreneurship,% of 18-64 population,,,,,,,,,,,,52.88,57.2,58.33,,,,,
LTU,Lithuania,3113,Media Attention for Entrepreneurship,% of 18-64 population,,,,,,,,,,,,37.29,47.65,55.14,,,,,
LTU,Lithuania,3114,Nascent Entrepreneurship Rate,% of 18-64 population,,,,,,,,,,,6.41,3.15,6.07,6.07,,,,,
LTU,Lithuania,3115,New Business Ownership Rate,% of 18-64 population,,,,,,,,,,,4.95,3.64,6.35,5.34,,,,,
LTU,Lithuania,3116,Total early-stage Entrepreneurial Activity (TEA),% of 18-64 population,,,,,,,,,,,11.26,6.69,12.43,11.32,,,,,
LTU,Lithuania,3117,Established Business Ownership Rate,% of 18-64 population,,,,,,,,,,,6.33,8.24,8.34,7.84,,,,,
LTU,Lithuania,3118,Necessity-Driven Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,,,,28.37,24.63,23.3,19.61,,,,,
LTU,Lithuania,3119,Improvement-Driven Opportunity Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,,,,47.19,51.49,55.17,43.78,,,,,
LTU,Lithuania,3120,Total early-stage Entrepreneurial Activity for Male Working Age Population,% of male 18-64 population ,,,,,,,,,,,15.58,9.4,17.45,16.19,,,,,
LTU,Lithuania,3121,Total early-stage Entrepreneurial Activity for Female Working Age Population,% of female 18-64 population,,,,,,,,,,,7.23,4.15,7.78,6.78,,,,,
LTU,Lithuania,3122,Informal Investors Rate,% of 18-64 population,,,,,,,,,,,6.13,9.34,7.33,7.07,,,,,
LTU,Lithuania,3123,Growth Expectation early-stage Entrepreneurial Activity: Relative Prevalence,% of TEA,,,,,,,,,,,37.36,50,35.55,34.32,,,,,
LTU,Lithuania,3124,New Product early-stage Entrepreneurial Activity,% of TEA,,,,,,,,,,,36.67,31.34,43.4,49.13,,,,,
LTU,Lithuania,3125,International Orientation early-stage Entrepreneurial Activity,% of TEA,,,,,,,,,,,22.94,40.16,25.99,23.16,,,,,
LUX,Luxembourg,3106,Perceived Capabilities,% of 18-64 population,,,,,,,,,,,,,43.28,37.56,43.96,40.83,40.86,43.91,48.49
LUX,Luxembourg,3107,Perceived Opportunities,% of 18-64 population,,,,,,,,,,,,,45.57,42.54,48.18,49.79,54.77,55,58.01
LUX,Luxembourg,3108,Fear of Failure Rate,% of 18-64 population,,,,,,,,,,,,,42.91,42.01,42.58,45.77,46.95,47.23,45.65
LUX,Luxembourg,3109,Entrepreneurial Intention,% of 18-64 population,,,,,,,,,,,,,14.13,11.86,13.48,11.92,10.98,14.7,12.92
LUX,Luxembourg,3110,Know Startup Entrepreneur Rate,% of 18-64 population,,,,,,,,,,,,,35.83,34.62,36.44,,,,
LUX,Luxembourg,3111,Entrepreneurship as Desirable Career Choice,% of 18-64 population,,,,,,,,,,,,,39.41,40.66,44.06,42.1,42.98,48.81,58.95
LUX,Luxembourg,3112,High Status Successful Entrepreneurship,% of 18-64 population,,,,,,,,,,,,,70.6,68.18,68.81,69.6,69.95,74.22,81.35
LUX,Luxembourg,3113,Media Attention for Entrepreneurship,% of 18-64 population,,,,,,,,,,,,,36.31,43.54,44.05,,,,
LUX,Luxembourg,3114,Nascent Entrepreneurship Rate,% of 18-64 population,,,,,,,,,,,,,6,4.94,7.1,,,,
LUX,Luxembourg,3115,New Business Ownership Rate,% of 18-64 population,,,,,,,,,,,,,2.78,2.33,3.2,,,,
LUX,Luxembourg,3116,Total early-stage Entrepreneurial Activity (TEA),% of 18-64 population,,,,,,,,,,,,,8.69,7.14,10.18,9.19,9.05,10.72,10.2
LUX,Luxembourg,3117,Established Business Ownership Rate,% of 18-64 population,,,,,,,,,,,,,2.39,3.7,3.28,3.2,3.27,3.39,4.65
LUX,Luxembourg,3118,Necessity-Driven Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,,,,,,5.63,11.81,9.31,,,,
LUX,Luxembourg,3119,Improvement-Driven Opportunity Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,,,,,,56.59,59.81,52.16,,,,
LUX,Luxembourg,3120,Total early-stage Entrepreneurial Activity for Male Working Age Population,% of male 18-64 population ,,,,,,,,,,,,,11.63,8.89,11.62,,,,
LUX,Luxembourg,3121,Total early-stage Entrepreneurial Activity for Female Working Age Population,% of female 18-64 population,,,,,,,,,,,,,5.64,5.32,8.7,,,,
LUX,Luxembourg,3122,Informal Investors Rate,% of 18-64 population,,,,,,,,,,,,,5.62,6.06,6.96,,,,
LUX,Luxembourg,3123,Growth Expectation early-stage Entrepreneurial Activity: Relative Prevalence,% of TEA,,,,,,,,,,,,,19.63,28.55,15.73,,,,
LUX,Luxembourg,3124,New Product early-stage Entrepreneurial Activity,% of TEA,,,,,,,,,,,,,63.16,71.27,65.14,44.5,57.13,47.94,
LUX,Luxembourg,3125,International Orientation early-stage Entrepreneurial Activity,% of TEA,,,,,,,,,,,,,33.96,41.84,40.01,,,,
LVA,Latvia,3106,Perceived Capabilities,% of 18-64 population,,,,,38.04,36.11,26.38,29.06,49.6,50.75,46.53,43.56,47.85,,49.08,49.89,49.03,,56.97
LVA,Latvia,3107,Perceived Opportunities,% of 18-64 population,,,,,36.07,41.19,33.75,21.92,17.89,29.1,23.65,33.05,34.8,,34.73,31.9,36.28,,35.55
LVA,Latvia,3108,Fear of Failure Rate,% of 18-64 population,,,,,37.31,45.39,46.44,34.31,39.65,39.87,41,36.74,41.62,,38.6,41.11,42.27,,46.59
LVA,Latvia,3109,Entrepreneurial Intention,% of 18-64 population,,,,,10.57,12.5,4.34,6.6,9.8,21.35,24.83,21.85,22.69,,22.24,18.94,17.32,,23.24
LVA,Latvia,3110,Know Startup Entrepreneur Rate,% of 18-64 population,,,,,52.48,48.25,41.94,35.52,46.31,39.48,28.67,32.34,30.98,,32.75,,,,
LVA,Latvia,3111,Entrepreneurship as Desirable Career Choice,% of 18-64 population,,,,,57.79,65.62,54.43,75.48,58.59,58.79,,59.66,61.36,,57.5,55.2,57.49,,56.82
LVA,Latvia,3112,High Status Successful Entrepreneurship,% of 18-64 population,,,,,75.12,76.01,71.1,76.76,65.56,64.82,,53.33,59.48,,58.18,57.8,58.54,,60.28
LVA,Latvia,3113,Media Attention for Entrepreneurship,% of 18-64 population,,,,,69.98,70.07,64.82,70.91,50.52,57.2,,53.3,58.61,,54.85,,,,
LVA,Latvia,3114,Nascent Entrepreneurship Rate,% of 18-64 population,,,,,4.17,3.99,2.18,3.88,5.31,5.69,6.84,8.71,8.09,,8.57,,,,
LVA,Latvia,3115,New Business Ownership Rate,% of 18-64 population,,,,,2.77,2.65,2.28,2.75,5.4,4.13,5.3,4.82,5.26,,6.01,,,,
LVA,Latvia,3116,Total early-stage Entrepreneurial Activity (TEA),% of 18-64 population,,,,,6.65,6.53,4.46,6.53,10.51,9.68,11.85,13.39,13.25,,14.11,14.19,14.15,,15.43
LVA,Latvia,3117,Established Business Ownership Rate,% of 18-64 population,,,,,5.01,5.69,3.41,2.99,9,7.64,5.67,7.93,8.84,,9.59,9.5,7.73,,12.91
LVA,Latvia,3118,Necessity-Driven Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,16.49,15.99,15.05,20.72,31.77,26.82,25.94,25.26,21.21,,17.1,,,,
LVA,Latvia,3119,Improvement-Driven Opportunity Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,47.13,58.27,40.71,54,53.67,50.84,46.17,46.02,52.69,,51.41,,,,
LVA,Latvia,3120,Total early-stage Entrepreneurial Activity for Male Working Age Population,% of male 18-64 population ,,,,,8.47,9.32,7.7,9.57,13.72,13.07,15.65,18.88,16.57,,18.63,,,,
LVA,Latvia,3121,Total early-stage Entrepreneurial Activity for Female Working Age Population,% of female 18-64 population,,,,,5.02,3.92,1.41,3.68,7.51,6.48,8.25,8.18,10.08,,9.76,,,,
LVA,Latvia,3122,Informal Investors Rate,% of 18-64 population,,,,,2.91,5.29,1.62,4.95,6.7,10.59,7.12,7.27,7.92,,7.8,,,,
LVA,Latvia,3123,Growth Expectation early-stage Entrepreneurial Activity: Relative Prevalence,% of TEA,,,,,32.87,48.09,46.73,35.27,27.49,40.49,47.44,52.81,42.37,,35.82,,,,
LVA,Latvia,3124,New Product early-stage Entrepreneurial Activity,% of TEA,,,,,44.29,38.36,32.37,59.77,36.88,44.59,52.29,48.98,52,,40.6,29.4,28.41,,
LVA,Latvia,3125,International Orientation early-stage Entrepreneurial Activity,% of TEA,,,,,21.64,31.61,29.01,34.49,22.34,35.6,29.99,32.34,33.42,,19.7,,,,
MAR,Morocco,3106,Perceived Capabilities,% of 18-64 population,,,,,,,,,74.5,,,,,,47.56,56.06,49.64,29.54,62.37
MAR,Morocco,3107,Perceived Opportunities,% of 18-64 population,,,,,,,,,48.67,,,,,,34.25,44.98,37.7,33.58,57.66
MAR,Morocco,3108,Fear of Failure Rate,% of 18-64 population,,,,,,,,,28.68,,,,,,41.08,32.85,52.9,64.15,42.52
MAR,Morocco,3109,Entrepreneurial Intention,% of 18-64 population,,,,,,,,,28.94,,,,,,30.18,36.23,26.64,39.79,41.93
MAR,Morocco,3110,Know Startup Entrepreneur Rate,% of 18-64 population,,,,,,,,,48.79,,,,,,30.41,,,,
MAR,Morocco,3111,Entrepreneurship as Desirable Career Choice,% of 18-64 population,,,,,,,,,80.09,,,,,,70.63,79.3,75.81,61.11,81.52
MAR,Morocco,3112,High Status Successful Entrepreneurship,% of 18-64 population,,,,,,,,,84.25,,,,,,54.57,58.7,63.26,68.31,68.37
MAR,Morocco,3113,Media Attention for Entrepreneurship,% of 18-64 population,,,,,,,,,73.49,,,,,,52.18,,,,
MAR,Morocco,3114,Nascent Entrepreneurship Rate,% of 18-64 population,,,,,,,,,6.88,,,,,,1.31,,,,
MAR,Morocco,3115,New Business Ownership Rate,% of 18-64 population,,,,,,,,,9.38,,,,,,3.16,,,,
MAR,Morocco,3116,Total early-stage Entrepreneurial Activity (TEA),% of 18-64 population,,,,,,,,,15.74,,,,,,4.44,5.56,8.76,6.65,11.4
MAR,Morocco,3117,Established Business Ownership Rate,% of 18-64 population,,,,,,,,,15.25,,,,,,5.16,7.5,10.43,4.2,7.89
MAR,Morocco,3118,Necessity-Driven Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,,25.3,,,,,,28.36,,,,
MAR,Morocco,3119,Improvement-Driven Opportunity Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,,,,,56.54,,,,,,43.17,,,,
MAR,Morocco,3120,Total early-stage Entrepreneurial Activity for Male Working Age Population,% of male 18-64 population ,,,,,,,,,19.89,,,,,,6.1,,,,
MAR,Morocco,3121,Total early-stage Entrepreneurial Activity for Female Working Age Population,% of female 18-64 population,,,,,,,,,11.78,,,,,,2.85,,,,
MAR,Morocco,3122,Informal Investors Rate,% of 18-64 population,,,,,,,,,0.54,,,,,,1.76,,,,
MAR,Morocco,3123,Growth Expectation early-stage Entrepreneurial Activity: Relative Prevalence,% of TEA,,,,,,,,,25.57,,,,,,21.08,,,,
MAR,Morocco,3124,New Product early-stage Entrepreneurial Activity,% of TEA,,,,,,,,,17.17,,,,,,55.05,14.5,18.68,14.88,
MAR,Morocco,3125,International Orientation early-stage Entrepreneurial Activity,% of TEA,,,,,,,,,18.59,,,,,,8.71,,,,
MDG,Madagascar,3106,Perceived Capabilities,% of 18-64 population,,,,,,,,,,,,,,,,,55.41,51.45,73.46
MDG,Madagascar,3107,Perceived Opportunities,% of 18-64 population,,,,,,,,,,,,,,,,,24.4,30.56,46.78
MDG,Madagascar,3108,Fear of Failure Rate,% of 18-64 population,,,,,,,,,,,,,,,,,42.01,36.62,41.01
MDG,Madagascar,3109,Entrepreneurial Intention,% of 18-64 population,,,,,,,,,,,,,,,,,39.84,32.63,44.45
MDG,Madagascar,3111,Entrepreneurship as Desirable Career Choice,% of 18-64 population,,,,,,,,,,,,,,,,,83.62,87.22,94.41
MDG,Madagascar,3112,High Status Successful Entrepreneurship,% of 18-64 population,,,,,,,,,,,,,,,,,77.78,77.01,80.62
MDG,Madagascar,3116,Total early-stage Entrepreneurial Activity (TEA),% of 18-64 population,,,,,,,,,,,,,,,,,21.76,20.74,19.48
MDG,Madagascar,3117,Established Business Ownership Rate,% of 18-64 population,,,,,,,,,,,,,,,,,29.42,22.39,20.17
MDG,Madagascar,3124,New Product early-stage Entrepreneurial Activity,% of TEA,,,,,,,,,,,,,,,,,20.89,13.38,
MEX,Mexico,3106,Perceived Capabilities,% of 18-64 population,50.18,61.18,,,45.6,41.33,,59.29,,64.65,60.64,62.34,58.52,53.48,45.81,40.68,50.07,,70.68
MEX,Mexico,3107,Perceived Opportunities,% of 18-64 population,40.21,50.87,,,33.17,27.07,,47.35,,55.56,43.46,44.99,53.6,48.87,44.73,39.39,36.38,,62.81
MEX,Mexico,3108,Fear of Failure Rate,% of 18-64 population,25.77,16.01,,,29.54,30.82,,27.76,,33.36,26.57,25.66,31.65,29.61,36.44,26.46,28.4,,47.74
MEX,Mexico,3109,Entrepreneurial Intention,% of 18-64 population,,23.17,,,17.19,15.74,,25.55,,22.33,24.2,18.39,16.93,17.4,13.69,11.07,13.2,,16.3
MEX,Mexico,3110,Know Startup Entrepreneur Rate,% of 18-64 population,25.7,54.13,,,37.16,32.99,,52.69,,54.61,47.25,41.72,56.54,47.73,47.89,,,,
MEX,Mexico,3111,Entrepreneurship as Desirable Career Choice,% of 18-64 population,,,,,54.93,49.79,,66.33,,69.37,56.62,56,57.76,53.22,49.31,44.5,50.67,,68.06
MEX,Mexico,3112,High Status Successful Entrepreneurship,% of 18-64 population,,,,,61.04,52.83,,56.59,,62.83,57.92,54.14,62.34,50.76,52.02,47.2,52.34,,67.64
MEX,Mexico,3113,Media Attention for Entrepreneurship,% of 18-64 population,,,,,56.53,51.19,,52.03,,53.96,47.62,38.1,50.77,45.48,40.5,,,,
MEX,Mexico,3114,Nascent Entrepreneurship Rate,% of 18-64 population,13.41,9.18,,,4.59,4.12,,9.26,,9.17,5.68,7.94,11.9,12.66,16.21,,,,
MEX,Mexico,3115,New Business Ownership Rate,% of 18-64 population,7.93,3.22,,,1.36,1.19,,4.01,,1.35,4.03,4.28,3.29,6.39,4.97,,,,
MEX,Mexico,3116,Total early-stage Entrepreneurial Activity (TEA),% of 18-64 population,17.91,12.4,,,5.91,5.26,,13.09,,10.45,9.62,12.11,14.83,18.99,21.01,9.63,14.14,,12.98
MEX,Mexico,3117,Established Business Ownership Rate,% of 18-64 population,5.83,1.49,,,1.89,2.27,,4.94,,0.42,3.03,4.67,4.18,4.48,6.86,7.5,1.4,,1.82
MEX,Mexico,3118,Necessity-Driven Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,27.78,21.75,,,15.58,22.29,,13.44,,18.99,19.42,13.44,6.75,22.46,18.91,,,,
MEX,Mexico,3119,Improvement-Driven Opportunity Entrepreneurial Activity: Relative Prevalence,% of those involved in TEA,,,,,42.06,38.8,,53.18,,41.6,54.51,51.82,26.27,50.04,55.53,,,,
MEX,Mexico,3120,Total early-stage Entrepreneurial Activity for Male Working Age Population,% of male 18-64 population ,24.7,14.64,,,7.38,6.1,,14.37,,10.72,10.88,12.17,16.84,19.74,22.99,,,,
MEX,Mexico,3121,Total early-stage Entrepreneurial Activity for Female Working Age Population,% of female 18-64 population,12.62,10.29,,,4.55,4.48,,11.89,,10.2,8.46,12.05,12.98,18.31,19.17,,,,
MEX,Mexico,3122,Informal Investors Rate,% of 18-64 population,4.71,6.15,,,3.95,2.09,,10.39,,8.79,5.56,7.26,7.83,7.95,6.76,,,,
MEX,Mexico,3123,Growth Expectation early-stage Entrepreneurial Activity: Relative Prevalence,% of TEA,19.11,10.23,,,15.12,30.31,,18.57,,12.12,21.26,20.29,22.17,13.3,12.56,,,,
MEX,Mexico,3124,New Product early-stage Entrepreneurial Activity,% of TEA,,59.9,,,45.49,54.35,,54.64,,39.06,43.35,51.5,34.22,46.31,30.84,22.8,31.71,,
MEX,Mexico,3125,International Orientation early-stage Entrepreneurial Activity,% of TEA,,,,,4.17,7.07,,7.15,,9.55,0.92,4.54,4.57,8.65,1.45,,,,
MKD,"Macedonia, FYR",3106,Perceived Capabilities,% of 18-64 population,,,,,,,,62.2,,59.72,,55.11,49.69,,54.44,54.5,,,
MKD,"Macedonia, FYR",3107,Perceived Opportunities,% of 18-64 population,,,,,,,,46.74,,34.26,,30.79,37.15,,37.77,38.36,,,
MKD,"Macedonia, FYR",3108,Fear of Failure Rate,% of 18-64 population,,,,,,,,33.32,,30.91,,39.43,35.57,,34.33,34.44,,,
MKD,"Macedonia, FYR",3109,Entrepreneurial Intention,% of 18-64 population,,,,,,,,39.04,,26.69,,27.74,29.11,,23.32,24.85,,,
MKD,"Macedonia, FYR",3110,Know Startup Entrepreneur Rate,% of 18-64 population,,,,,,,,51.4,,41.45,,31.34,32.93,,35.19,,,,
MKD,"Macedonia, FYR",3111,Entrepreneurship as Desirable Career Choice,% of 18-64 population,,,,,,,,79.76,,71.27,,69.59,69.49,,67.1,64.8,,,
MKD,"Macedonia, FYR",3112,High Status Successful Entrepreneurship,% of 18-64 population,,,,,,,,71.97,,66.23,,66.73,67.89,,57.07,58.5,,,
MKD,"Macedonia, FYR",3113,Media Attention for Entrepreneurship,% of 18-64 population,,,,,,,,66.18,,56.03,,64.09,66.76,,71.13,,,,
MKD,"Macedonia, FYR",3114,Nascent Entrepreneurship Rate,% of 18-64 population,,,,,,,,7.19,,4.76,,3.73,3.35,,3.02,,,,
